NAME,YEAR,AREA
SIERRA NEVADA DE SANTA MARTA,1850,82.6
SIERRA NEVADA DE SANTA MARTA,1939,21.4
SIERRA NEVADA DE SANTA MARTA,1954,19.4
SIERRA NEVADA DE SANTA MARTA,1969,17.5
SIERRA NEVADA DE SANTA MARTA,1981,16.1
SIERRA NEVADA DE SANTA MARTA,1989,12.0
SIERRA NEVADA DE SANTA MARTA,1995,11.1
SIERRA NEVADA DE SANTA MARTA,2002,7.94
SIERRA VELLUDA,1985,18.58
SIERRA VELLUDA,2011,11.72
SIGONHE NO.4,1962,2.96
SIGONHE NO.5,1962,3.47
SIGYNS GLETSCHER,2002,60.08
SILLAJHUAY ICE CAP,1972,5.32
SILLAJHUAY ICE CAP,2008,1.22
SILVER,1993,0.48
SILVRETTA,1973,3.25
SILVRETTA,1975,3.25
SILVRETTA,2003,2.89
SILVRETTA,2013,2.74
SIMMING F.,1969,0.88
SIMMING F.,1975,2.52
SIMONS,1989,2.79
SIMONS,1995,2.99
SIMONS NE,1995,2.12
SIMONS NW,1995,0.56
SIMONS S,1995,0.3
SIMONY K.,1969,2.78
SIMONY K.,1975,4.16
SINCLAIR,1978,0.47
SIRWOLTE,1973,0.45
SISSARISSUT,1950,19.08
SKAFTAFELLSJOEKULL,1975,83.0
SKAFTAFELLSJOEKULL,1995,85.0
SKALAFELLSJOEKULL,1975,260.0
SKALAFELLSJOEKULL,1995,100.0
SKAZKA,1969,2.0
SKEIDARARJOEKULL E1,1995,850.0
SKEIDARARJOEKULL E2,1995,850.0
SKEIDARARJOEKULL E3,1995,850.0
SKEIDARARJOEKULL M,2010,530.0
SKEIDARARJOEKULL W,1975,1630.0
SKEIDARARJOEKULL W,1995,530.0
SKJOLDMOEEN GLETSCHER,2002,34.22
SKOGACH,1971,12.6
SKRUEN NORTH,2002,6.43
SLETTJOEKULL,2010,100.0
SMALL RIVER,1989,5.8
SNEHATTEN SOUTH,2002,14.35
SNEHATTEN SOUTHEAST,2002,11.43
SNEHATTEN WEST 1,2002,8.45
SNEHATTEN WEST 2,2002,23.09
SNESHNIKA,2002,0.007
SNOW WHITE,1978,5.54
SNOWBALL,1978,3.31
SNOWY,1986,23.0
SOBRETTA NE (VEDR. MOLERBI),1975,0.15
SOCHES TSANTELEINA,1975,3.4
SOFIYSKIY,1950,12.0
SOLATSET,1975,0.6
SOLDA (VEDRETTA DI) / SULDENF.,1975,5.99
SOLDA (VEDRETTA DI) / SULDENF.,1980,6.48
SOLER,1974,51.0
SOLHEIMAJOEKULL W,1975,78.0
SOLHEIMAJOEKULL W,1995,44.0
SOQQAAP,1950,15.46
SORAPIS CENTRALE,1975,0.22
SORAPIS OCC.,1975,0.25
SORAPIS OR.,1975,0.31
SORBREEN,1950,10.0
SOTARA,1850,3.0
SOTARA,1948,0.0
SOUM RAMOND SE,1990,0.05
SOUM RAMOND SW,1990,0.1
SOUTH CASCADE,1975,2.72
SOUTH CASCADE,1985,2.52
SOUTH CASCADE,1986,2.51
SOUTH CASCADE,1987,2.51
SOUTH CASCADE,1988,2.5
SOUTH CASCADE,1989,2.5
SOUTH CASCADE,1990,2.5
SOUTH CASCADE,1991,2.1
SOUTH CASCADE,1992,2.09
SOUTH CASCADE,1993,2.08
SOUTH CASCADE,1994,2.05
SOUTH CASCADE,1995,2.03
SOUTH CASCADE,1996,2.03
SOUTH CASCADE,2000,1.95
SOUTH CASCADE,2002,1.92
SOUTH CASCADE,2003,1.89
SOUTH CASCADE,2004,1.82
SOUTH CASCADE,2005,1.75
SOUTH CASCADE,2006,1.74
SOUTH CASCADE,2007,1.73
SOUTH CASCADE,2008,1.73
SOUTH CASCADE,2009,1.72
SOUTH CRILLON,1964,29.0
SOUTH ICE CAP,1961,66.0
SOUTH MOWICH,1980,3.52
SOUTHEAST LYELL,1975,15.6
SOUTHWALL HANGI,1975,0.2
SPEKE,1975,0.38
SPENCER,1978,10.07
SPHINX,1951,4.74
SPHINX,1975,4.74
SPIEGEL F.,1969,1.11
SPIEGEL F.,1975,1.11
SPOERTEGGBREEN,1988,27.94
SQUARE BAY,2009,22.3
ST VRAIN NO 1,1975,0.07
ST VRAIN NO 2,1975,0.04
ST VRAIN NO 3,1975,0.04
ST VRAIN NO 4,1975,0.02
ST VRAIN NO 5,1975,0.04
ST VRAIN NO 6,1975,0.07
ST VRAIN NORTH,1946,0.13
ST VRAIN NORTH,1953,0.12
ST VRAIN NORTH,1963,0.14
ST VRAIN NORTH,1964,0.15
ST VRAIN NORTH,1990,0.15
ST VRAIN NORTH,1999,0.16
ST VRAIN NORTH,2001,0.14
ST. JAMES,1978,0.98
STAERKODDERS VIG SOUTH,2002,41.29
STAIRCASE,1978,1.64
STEFFEN,1974,454.0
STEGHOLTBREEN,1975,16.7
STEGHOLTBREEN,1980,15.34
STEIN,1875,6.3
STEIN,1973,6.52
STEIN,1975,6.52
STEIN,2007,5.6
STEINLIMMI,1973,2.21
STEINLIMMI,1975,2.21
STEPHENSON,1980,31.89
STORBREEN,1940,5.94
STORBREEN,1951,5.73
STORBREEN,1968,5.6
STORBREEN,1975,5.43
STORBREEN,1984,5.35
STORBREEN,1986,5.26
STORBREEN,1997,5.36
STORBREEN,2008,5.4
STORBREEN,2009,5.14
STORE SUPPHELLEBREEN,1966,11.81
STORE SUPPHELLEBREEN,1975,15.7
STORGLACIAEREN,1959,3.33
STORGLACIAEREN,1975,3.06
STORGLACIAEREN,2000,3.1
STORGLACIAEREN,2014,3.09
STORGLOMBREEN,1968,59.16
STORSTEINSFJELLBREEN,1975,6.34
STORSTEINSFJELLBREEN,1997,5.9
STOUR RAEITAGL.,1975,2.0
STOUR RAEITAGL.,1980,1.8
STOUR RAEITAGL.,2014,1.57
STRAUCHON,1978,3.62
STRUPBREEN,2001,9.51
STUART,1978,0.67
STUBACHER SONNBLICK KEES,1975,1.77
STUBACHER SONNBLICK KEES,1980,1.77
STUBACHER SONNBLICK KEES,1995,1.5
STYGGEBREAN,2003,4.92
STYGGEDALSBREEN,1975,3.0
STYGGEDALSBREEN,1980,1.81
SUATISI SREDNIY,1960,2.5
SUATISI SREDNIY,1975,2.5
SUEK/SUYOK ZAPADNIY,1977,1.25
SULZ,1973,0.2
SULZ,1975,0.2
SULZENAU F.,1969,4.77
SULZENAU F.,1975,4.67
SULZENAU F.,1997,4.47
SULZTAL F.,1969,4.14
SULZTAL F.,1975,4.48
SUOTTASJEKNA,1975,8.11
SUOTTASJEKNA,1980,7.9
SUOTTASJEKNA,2014,7.25
SUPERGUKSOAK,1981,1.4
SURETTA,1973,1.17
SURETTA,1975,1.17
SURETTA MERID.,2012,0.16
SURF,1979,1.01
SUSITNA,1964,323.0
SVARTENUTBREEN,2002,7.13
SVARTISHEIBREEN,1985,5.48
SVELGJABREEN,2007,22.45
SVELGJABREEN,2008,22.5
SVELGJABREEN,2013,22.35
SVINAFELLSJOEKULL,1975,37.0
SVINAFELLSJOEKULL,1976,24.0
SVINAFELLSJOEKULL,1995,24.0
SYKORA,1982,25.35
TAELLIBODEN,1967,0.51
TAELLIBODEN,1973,0.26
TAELLIBODEN,1975,0.26
TAHOMA NORTH-L.,1980,8.63
TAHOMA SOUTH-L.,1980,2.82
TAILLON,1990,0.02
TAKU,1975,852.1
TALGAR YUZHNIY,1969,1.8
TALGAR YUZHNIY,1975,1.8
TANGSE NO. 2,1976,3.13
TANGSE NO. 2,1991,3.02
TANGSE NO. 2,2001,2.96
TANGSE NO. 2,2005,2.95
TANGSE NO. 2,2009,2.89
TAP,1958,2.78
TAPADO,1955,3.6
TAPADO,2005,1.2
TAPOU,1990,0.06
TAPOU,2005,0.0
TARAMONA,1975,0.04
TARAMUZ-I,1975,1.4
TARFALAGLACIAEREN,1980,0.86
TARFALAGLACIAEREN,2014,0.96
TASCHACH F.,1969,6.67
TASCHACH F.,1975,8.16
TASMAN,1975,100.9
TASMAN,1978,98.34
TATRAS PATCHES,1984,0.7
TATS,1989,25.5
TAUERN K.,1969,0.27
TAUERN K.,1975,0.27
TAUFKAR F.,1969,0.44
TAUFKAR F.,1975,0.44
TAVLEBREEN,1950,10.9
TAYRONA,1989,0.26
TAYRONA,1995,0.23
TAYRONA S,1954,0.0
TBILISA,1971,3.75
TCHAIKAZAN,1951,21.35
TCHAIKAZAN,1975,21.35
TEBENKOF,1964,28.0
TEISCHNITZ K.,1969,2.07
TEKESHSAI-I,1970,1.1
TEKESHSAI-I,1975,1.1
TELECCIO,1975,0.38
TEMPANO,1986,332.0
TEMPESTADES,1990,0.3
TEMPESTADES,2005,0.0
TERRIFIC,1977,4.57
TERSKOL,1987,7.53
TESSA (VEDR. DI) / TEXELF.,1958,0.79
TESSA (VEDR. DI) / TEXELF.,1975,0.8
TESSONET MER.,1975,0.54
TEWAEWAE,1978,0.59
THERMA,1978,26.38
THOMPSON GLACIE,1975,230.31
THRANDARJOEKULL,1995,19.0
THUNDER GLACIER,2001,22.19
THUNDERCLAP,1978,2.74
THURNEYSON,1978,1.79
TIATSCHA,1973,2.11
TIATSCHA,1975,2.11
TIEDEMANN,1980,62.69
TIEFEN,1973,3.17
TIEFEN,1975,3.17
TIKHITSAR,1958,1.1
TIM WILLIAMS,1960,13.0
TIMONCITO,1972,0.0
TIMORION,1975,0.65
TIPRA BANK,1988,7.0
TOBY,1975,7.92
TOKMAKSOLDY-I,1961,1.4
TOLHUACA,1961,5.21
TOLHUACA,2010,2.72
TOPKARAGAY,1964,3.7
TOPKARAGAY,1999,3.3
TORNADO,1978,1.68
TORRE,1950,24.6
TORTOLAS,2010,2.19
TOSHAIN RUPAL,1958,54.85
TOTENFELD,1969,0.72
TOULES,1975,0.93
TRAJO,1975,2.22
TRAVIGNOLO,1982,0.28
TRESERO,1975,0.65
TRESERO,1981,0.77
TRETTEN-NULL-TOBREEN,1968,4.92
TRIBOLAZIONE,1975,5.78
TRIDENTE,1992,0.5
TRIEBENKARLAS F.,1969,1.79
TRIENT,1973,6.58
TRIENT,1975,6.58
TRIFT (GADMEN),1973,17.19
TRIFT (GADMEN),1975,17.19
TRIFT (GADMEN),1980,15.33
TRIFT (GADMEN),2003,15.33
TRIGLAVSKI LEDENIK,1946,0.14
TRIGLAVSKI LEDENIK,1952,0.12
TRIOLET,1975,3.9
TROBIO (TRE CONFINI),1975,0.19
TROLLBERGDALSBREEN,1975,1.82
TRONOV,1975,10.9
TRONQUITOS,1955,4.6
TRONQUITOS,1984,4.0
TRONQUITOS,1985,1.7
TRONQUITOS,2005,2.78
TS.TUYUKSUYSKIY,1958,3.09
TS.TUYUKSUYSKIY,1975,3.14
TS.TUYUKSUYSKIY,2005,2.52
TS.TUYUKSUYSKIY,2006,2.51
TS.TUYUKSUYSKIY,2007,2.47
TS.TUYUKSUYSKIY,2008,2.45
TS.TUYUKSUYSKIY,2009,2.45
TS.TUYUKSUYSKIY,2010,2.44
TS.TUYUKSUYSKIY,2011,2.31
TS.TUYUKSUYSKIY,2012,2.29
TS.TUYUKSUYSKIY,2013,2.28
TSANERI,1957,28.8
TSANFLEURON,1973,3.78
TSANFLEURON,1975,3.78
TSCHIERVA,1973,6.83
TSCHIERVA,1975,6.83
TSCHINGEL,1973,6.18
TSCHINGEL,1975,6.18
TSEUDET,1973,1.73
TSEUDET,1975,1.73
TSEYA,1969,9.7
TSEYA,1975,9.7
TSIDJIORE NOUVE,1973,3.12
TSIDJIORE NOUVE,1975,3.12
TSOLOSS,1951,1.06
TUERGANGOU,1984,3.97
TUF MERIDIONALE,1975,0.25
TUGEBIELIQI,1980,313.69
TULIO OSPINA,1989,1.05
TULIO OSPINA,1995,0.94
TULIO OSPINA S,1954,0.0
TUNGNAARJOEKULL,1980,120.0
TUNGNAARJOEKULL,1995,235.0
TUNGNAARJOEKULL,2008,360.0
TUNORSUAQ,1950,3.08
TUNSBERGDALSBREEN,1975,50.11
TUPUNGATITO ICE CAP,1986,30.17
TUPUNGATITO ICE CAP,2010,26.4
TUPUNGATO,2010,11.73
TURAMUZ-I,1970,1.4
TURBIO,1961,38.91
TURBIO,2007,29.52
TURO,1968,4.1
TURPAKBEL NIZHN,1970,0.6
TURPAKBEL NIZHN,1975,0.6
TURTMANN (WEST),1880,15.6
TURTMANN (WEST),1973,6.98
TURTMANN (WEST),1975,6.98
TURTMANN (WEST),2009,11.3
TUTEK,1970,4.6
TUTEK,1975,4.6
TUYUK,1964,5.2
TUYUK,1999,5.0
TYNDALL,1975,0.19
TYNDALL,1986,355.0
TYNDALL,1987,0.07
TYNDALL,1993,0.06
TYNDALL,1995,0.07
TYNDALL,2004,0.05
TYSTIGBREEN,2006,2.77
TZA DE TZAN,1975,3.95
UCHITEL,1964,2.2
UCHITEL,1999,2.0
UEBERGOSS.ALM,1969,0.42
UEBERGOSS.ALM,1975,2.44
UILPATA,1950,1.3
ULLUCHIRAN,1986,11.92
ULLUKAM,2009,0.64
ULLUKOL,1986,2.37
ULLUMALIENDERKU,1986,2.41
ULTIMA (VEDR.) / ULTENMARKTF.,1975,0.43
ULTIMA (VEDR.) / ULTENMARKTF.,1980,0.46
UMBAL K.,1969,5.14
UMBAL K.,1975,7.33
UMIARTORFIUP,1950,39.9
UNIVERSIDAD,1945,31.66
UNIVERSIDAD,2011,29.67
UNIVERSITET (NO. 122),1991,2.4
UNNA RAEITA GL.,1975,1.95
UNNA RAEITA GL.,1980,1.7
UNNA RAEITA GL.,2014,1.56
UNNAMED CD505,1975,7.6
UNNAMED CD5075,1985,2.5
UNNAMED CD5155,1970,0.89
UNNAMED CD5160,1970,4.55
UNNAMED PK1,1958,1.5
UNNAMED RC1,1974,8.5
UNNAMED RC2,1974,9.5
UNNAMED RC3,1974,18.5
UNNAMED RC4,1974,10.0
UNNAMED RC5,1974,5.9
UNNAMED RC6,1974,11.0
UNNAMED US2123,1979,0.37
UNT. RIFFL KEES,1969,1.01
UNT. RIFFL KEES,1975,1.01
UNT.GRINDELWALD,1973,21.71
UNT.GRINDELWALD,1975,21.71
UNTERAAR,1973,28.41
UNTERAAR,1975,28.41
UNTERAAR,1981,22.72
UNTERSULZBACH K.,1969,4.27
UNTERSULZBACH K.,1975,5.92
UPSALA,1986,870.0
URUASHRAJU,1985,2.14
URUMQI GLACIER NO. 1,1985,1.84
URUMQI GLACIER NO. 1,2000,1.73
URUMQI GLACIER NO. 1,2001,1.7
URUMQI GLACIER NO. 1,2006,1.67
URUMQI GLACIER NO. 1,2009,1.64
URUMQI GLACIER NO. 1,2012,1.61
URUMQI GLACIER NO. 1 E-BRANCH,1995,1.16
URUMQI GLACIER NO. 1 E-BRANCH,2000,1.11
URUMQI GLACIER NO. 1 E-BRANCH,2001,1.1
URUMQI GLACIER NO. 1 E-BRANCH,2006,1.08
URUMQI GLACIER NO. 1 E-BRANCH,2009,1.06
URUMQI GLACIER NO. 1 E-BRANCH,2012,1.02
URUMQI GLACIER NO. 1 W-BRANCH,1995,0.67
URUMQI GLACIER NO. 1 W-BRANCH,2000,0.62
URUMQI GLACIER NO. 1 W-BRANCH,2001,0.6
URUMQI GLACIER NO. 1 W-BRANCH,2006,0.59
URUMQI GLACIER NO. 1 W-BRANCH,2009,0.57
URUMQI GLACIER NO. 1 W-BRANCH,2012,0.58
USHBA,1957,8.6
USSELETTES,1975,0.95
UTEM,1967,1.17
VACAS,2005,18.23
VACAS,2010,18.02
VAHSEL,1980,12.4
VAL DELL'ALPE MERID.,1975,0.45
VAL LIA (PIAZZI OR.),1975,0.58
VAL NERA OCC.,1975,0.56
VAL TORTA,1973,0.17
VAL TORTA,1975,0.17
VAL VIOLA OCC.,1975,0.19
VAL VIOLA OR.,1975,0.2
VALEILLE,1975,1.57
VALHALTINDEGL.,1981,1.9
VALLE DEL VENTO,1980,0.36
VALLEGGIA,1973,0.59
VALLEGGIA,1975,0.59
VALLELUNGA (VEDR. DI) / LANGTAUFERERF.,1975,3.9
VALLELUNGA (VEDR. DI) / LANGTAUFERERF.,1980,8.55
VALLETTA,1975,0.4
VALSOREY,1973,2.34
VALSOREY,1975,2.34
VALTOURNANCHE,1975,1.68
VAN DE WATER,1975,0.14
VARIEGATED,1974,28.0
VARIEGATED,1975,28.0
VARTASJEKNA,1975,3.64
VARTASJEKNA,1980,3.6
VARTASJEKNA,2014,4.23
VD.KASTEN K.,1969,0.54
VD.KASTEN K.,1975,0.54
VEL'KENA,2009,223.0
VENEROCOLO,1975,1.05
VENEROCOLO,1981,1.5
VENEZIA (VEDR.),1980,1.71
VENTINA,1975,2.1
VENTINA,1980,2.37
VENTISQUERO,1986,133.97
VENTISQUERO,2006,127.53
VENTORRILLO,1982,0.44
VENTORRILLO,1989,0.52
VENTORRILLO,1997,0.52
VENTORRILLO,1998,0.5
VENTORRILLO,1999,0.41
VENTORRILLO,2000,0.37
VENTORRILLO,2001,0.3
VENTORRILLO,2002,0.21
VENTORRILLO,2003,0.16
VERA,2009,231.11
VERBORGENBERG F.,1969,0.89
VERDE,1961,8.1
VERDE,1995,8.0
VERMUNTGL.,1969,2.25
VERMUNTGL.,1975,2.36
VERMUNTGL.,1995,2.24
VERNAGT FERNER,1898,11.57
VERNAGT FERNER,1966,9.52
VERNAGT FERNER,1967,9.52
VERNAGT FERNER,1968,9.52
VERNAGT FERNER,1969,9.45
VERNAGT FERNER,1970,9.45
VERNAGT FERNER,1971,9.45
VERNAGT FERNER,1972,9.45
VERNAGT FERNER,1973,9.3
VERNAGT FERNER,1974,9.3
VERNAGT FERNER,1975,9.3
VERNAGT FERNER,1976,9.3
VERNAGT FERNER,1977,9.3
VERNAGT FERNER,1978,9.55
VERNAGT FERNER,1979,9.55
VERNAGT FERNER,1980,9.55
VERNAGT FERNER,1981,9.55
VERNAGT FERNER,1982,9.35
VERNAGT FERNER,1983,9.35
VERNAGT FERNER,1984,9.34
VERNAGT FERNER,1985,9.34
VERNAGT FERNER,1986,9.34
VERNAGT FERNER,1987,9.3
VERNAGT FERNER,1988,9.08
VERNAGT FERNER,1989,9.08
VERNAGT FERNER,1990,9.08
VERNAGT FERNER,1991,9.08
VERNAGT FERNER,1992,9.08
VERNAGT FERNER,1993,9.08
VERNAGT FERNER,1994,9.08
VERNAGT FERNER,1995,9.08
VERNAGT FERNER,1996,9.08
VERNAGT FERNER,1997,9.06
VERNAGT FERNER,1998,9.05
VERNAGT FERNER,1999,8.67
VERNAGT FERNER,2000,8.66
VERNAGT FERNER,2001,8.66
VERNAGT FERNER,2002,8.66
VERNAGT FERNER,2003,8.53
VERNAGT FERNER,2004,8.35
VERNAGT FERNER,2005,8.35
VERNAGT FERNER,2006,8.35
VERNAGT FERNER,2007,8.17
VERNAGT FERNER,2008,8.17
VERNAGT FERNER,2009,8.16
VERNAGT FERNER,2010,7.91
VERRA (GRANDE DI),1975,6.11
VERRA (PICCOLO DI),1975,1.41
VERSTANKLA,1973,0.98
VERSTANKLA,1975,1.06
VERVA MAGGIORE (BASSO),1975,0.14
VESLEDALSBREEN,1975,4.22
VESTRE MEMURUBREEN,1975,9.01
VICTORIA,1975,3.5
VICTORIA,1978,4.5
VIGGES GLETSCHER,2002,7.17
VILTRAGEN K.,1969,3.05
VILTRAGEN K.,1975,4.35
VINNUFONNA,2003,1.16
VIRKISJOEKULL,1975,25.0
VIRKISJOEKULL,1995,6.0
VISYACHIY-1-2,1975,0.29
VISYACHIY-1-2,1979,0.29
VITELLI,1975,2.0
VITELLI,1980,1.82
VIZE,2001,233.74
VODOPADNIY (NO.125),1968,0.8
VODOPADNIY (NO.125),1991,0.75
VOLCAN NEVADO DEL HUILA,1850,33.7
VOLCAN NEVADO DEL HUILA,1959,17.5
VOLCAN NEVADO DEL HUILA,1965,16.3
VOLCAN NEVADO DEL HUILA,1981,15.4
VOLCAN NEVADO DEL HUILA,1989,14.72
VOLCAN NEVADO DEL HUILA,1990,13.9
VOLCAN NEVADO DEL HUILA,1995,13.39
VOLCAN NEVADO DEL HUILA,1996,13.3
VOLCAN NEVADO DEL HUILA,2001,12.95
VOLCAN NEVADO DEL RUIZ,1850,47.5
VOLCAN NEVADO DEL RUIZ,1959,20.7
VOLCAN NEVADO DEL RUIZ,1975,19.6
VOLCAN NEVADO DEL RUIZ,1985,18.7
VOLCAN NEVADO DEL RUIZ,1986,17.0
VOLCAN NEVADO DEL RUIZ,1987,17.7
VOLCAN NEVADO DEL RUIZ,1990,14.1
VOLCAN NEVADO DEL RUIZ,1997,11.76
VOLCAN NEVADO DEL RUIZ,2002,10.32
VOLCAN NEVADO DEL SANTA ISABEL,1850,27.8
VOLCAN NEVADO DEL SANTA ISABEL,1946,10.8
VOLCAN NEVADO DEL SANTA ISABEL,1959,9.4
VOLCAN NEVADO DEL SANTA ISABEL,1987,6.4
VOLCAN NEVADO DEL SANTA ISABEL,1995,5.3
VOLCAN NEVADO DEL SANTA ISABEL,2002,3.33
VOLCAN NEVADO DEL TOLIMA,1850,8.6
VOLCAN NEVADO DEL TOLIMA,1946,3.1
VOLCAN NEVADO DEL TOLIMA,1958,2.7
VOLCAN NEVADO DEL TOLIMA,1987,1.6
VOLCAN NEVADO DEL TOLIMA,1997,1.18
VOLCAN NEVADO DEL TOLIMA,2002,1.03
VORAB,1973,2.51
VORAB,1975,2.51
VOSTOSTOCHNIY KLUKHORSKIY,1950,0.5
W LANDAUER PT G,2001,25.13
W SKEP PT. G,2001,103.52
W ULA PT. G,2001,10.33
W.GRUEBL F.,1969,0.37
W.GRUEBL F.,1975,0.24
W.TRIPP K.,1969,0.6
WALDEMARBREEN,2005,2.59
WALDEMARBREEN,2009,2.5
WALDEMARBREEN,2010,2.5
WALLENBUR,1973,1.7
WALLENBUR,1975,1.7
WARD H. I. RISE,1975,32.0
WARD H. I. RISE,1980,32.0
WARD H. I. SH.,1975,2000.0
WARD H. I. SH.,1980,602.0
WASSERFALLWINKL,1969,1.93
WASSERFALLWINKL,1975,1.93
WATSON,1989,0.2
WATZMANNGL.,1975,0.18
WATZMANNGL.,1995,0.15
WAVE,1979,4.45
WAXEGG K.,1969,4.12
WAXEGG K.,1975,3.88
WAXEGG K.,2000,3.2
WEDGEMOUNT,1985,2.6
WEIGELE DANGXI.,1984,15.99
WEISSEE F.,1969,2.86
WEISSEE F.,1975,3.48
WERENSKIOLDBREEN,1978,28.0
WERENSKIOLDBREEN,2008,27.11
WEST FORK,1964,311.0
WEST GULKANA,1986,3.65
WHATAROA,1978,2.97
WHISKY BAY G,2001,70.38
WHITBOURNE,1978,9.47
WHITE,1959,38.9
WHITE,1975,38.9
WHITE,1978,0.6
WHITE,1979,4.69
WHITE RIVER,1907,1.04
WHITE RIVER,2004,0.41
WHITNEY GLACIER,1984,1.38
WHYMPER,1978,6.55
WIBEBREEN,1936,6.67
WIELINGER K.,1969,0.98
WIGLEY,1978,1.93
WILA LLUXITA,1950,0.34
WILDGERLOS,1969,2.24
WILDGERLOS,1975,3.68
WILKINSON,1978,3.95
WINKL K.,1969,0.66
WINSTON,1980,11.93
WINTUN GLACIER,1975,0.37
WOLLASTON,1975,0.17
WOLVERINE,1970,17.7
WOLVERINE,1975,17.7
WOLVERINE,1979,16.97
WOLVERINE,1995,16.86
WOLVERINE,1998,16.78
WOLVERINE,2002,16.74
WOLVERINE,2012,16.0
WOLVERINE,2013,16.0
WOLVERINE,2014,16.0
WOOLSEY,1975,3.92
WORTHINGTON,1950,8.8
WURFER K.,1969,0.35
WURFER K.,1975,0.35
WURTEN K.,1969,2.03
WURTEN K.,1975,3.11
WURTEN K.,1992,1.09
XIAO DONGKZMADI,1989,1.76
XIAOGONGBA,1984,6.46
XIBU,1976,23.55
XIBU,1984,23.43
XIBU,1991,23.39
XIBU,2001,23.35
XIBU,2005,23.04
XIBU,2009,22.9
XIDATAN,1988,6.13
YAKUTAT EAST,1975,359.4
YALA,1982,2.57
YALA,1996,1.88
YALA,2012,1.61
YALIK,1950,50.05
YANAMAREY,1985,1.29
YANAMAREY,2013,0.6
YANGLONGHE NO.5,1973,1.46
YANZIGOU,1982,32.15
YATES 1,1987,16.83
YATES 1,2011,13.16
YAWNING,1987,0.2
YAWNING,2000,0.3
YDUNS GLACIER,2002,105.9
YIEHELONG GL.,1984,19.4
YOHO,1975,23.4
YUGO-VOSTOCHNIY,1957,1.2
YUKIKABE,1975,0.01
YULONG,1982,1.52
YUNOM,1977,3.34
YURI,1990,3.58
YUZHNIY,1957,1.1
ZAI DI DENTRO / ZAY F. INNERER,1980,0.45
ZAI DI FUORI / ZAY F. AEUSSERER,1975,0.45
ZAI DI FUORI / ZAY F. AEUSSERER,1979,0.61
ZAI DI FUORI / ZAY F. AEUSSERER,1980,0.61
ZAI DI MEZZO / ZAY F. MITTLERER,1975,0.56
ZAI DI MEZZO / ZAY F. MITTLERER,1980,0.72
ZAVISHA,1975,6.5
ZELEE,1947,75.1
ZELEE,1963,59.0
ZELEE,1973,61.2
ZELEE,1985,56.8
ZELEE,1989,59.1
ZEMU,1985,41.2
ZERAVSHANSKIY,1968,38.7
ZETTALUNITZ/MULLWITZ K.,1969,3.46
ZETTALUNITZ/MULLWITZ K.,1975,5.47
ZHADANG,1976,2.75
ZHADANG,1991,2.56
ZHADANG,2001,2.48
ZHADANG,2005,2.41
ZHADANG,2009,2.36
ZHANGYRYK,1975,17.3
ZHANGYRYK YUZHNIY,1975,8.9
ZINAL,1973,16.24
ZINAL,1975,16.24
ZMUTT,1973,17.22
ZMUTT,1975,17.22
ZONGO,1991,2.1
ZONGO,1995,2.18
ZONGO,1997,2.1
ZONGO,2000,1.96
ZONGO,2001,1.95
ZONGO,2002,1.94
ZONGO,2003,1.93
ZONGO,2004,1.91
ZONGO,2005,1.88
ZONGO,2007,1.87
ZONGO,2008,1.86
ZONGO,2009,1.92
ZONGO,2010,1.9
ZORA,1978,4.44
ZOYA KOSMODEMYANSKAYA,1975,0.36
ZOYA KOSMODEMYANSKAYA,1980,0.36
